STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,CLUSTER,CLUSTER NAME
CHHATTISGARH,RAIPUR,2006,106,66,2,130,0,130,54,42,12,6,0,48,662,1155,502,653,126,44,97,9,39,1374,25,228,34,98,0,443,3186,7932,1,Moderate Areas
ANDHRA PRADESH,NALGONDA,2006,132,47,4,61,0,61,86,71,15,14,0,31,209,521,92,429,208,20,247,5,73,1853,40,246,126,395,0,638,2977,7933,1,Moderate Areas
RAJASTHAN,UDAIPUR,2011,83,90,1,110,0,110,198,162,36,3,3,88,296,734,404,330,174,19,906,4,41,1738,14,150,0,444,0,407,2436,7939,1,Moderate Areas
TAMIL NADU,VELLORE,2001,78,56,2,13,0,13,16,0,16,10,0,25,309,744,225,519,440,15,55,9,50,2270,8,54,16,5,0,342,3424,7941,1,Moderate Areas
TAMIL NADU,THIRUNELVELI RURAL,2011,94,196,0,52,0,52,56,46,10,1,0,76,203,345,51,294,4,7,179,7,54,1040,8,57,0,120,0,426,5018,7943,1,Moderate Areas
WEST BENGAL,24 PARGANAS NORTH,2005,168,70,38,217,0,217,211,153,58,18,196,39,78,1564,493,1071,203,74,128,14,0,113,71,151,5,886,0,7,3707,7958,1,Moderate Areas
ANDHRA PRADESH,NALGONDA,2007,135,55,4,69,0,69,87,75,12,8,0,45,240,468,109,359,117,16,232,6,82,1816,36,233,112,429,0,718,3052,7960,1,Moderate Areas
KERALA,ERNAKULAM COMMR.,2008,9,11,3,12,0,12,12,7,5,1,0,31,114,313,95,218,141,15,225,1,3,355,1,59,5,88,0,0,6562,7961,1,Moderate Areas
RAJASTHAN,UDAIPUR,2012,76,80,1,149,0,149,190,163,27,1,3,59,299,787,398,389,171,17,1007,4,30,1518,9,174,0,499,0,433,2477,7984,1,Moderate Areas
UTTAR PRADESH,MEERUT,2012,202,246,28,54,0,54,287,231,56,16,5,264,277,2394,1668,726,284,108,443,8,1,22,39,129,0,435,0,384,2358,7984,1,Moderate Areas
RAJASTHAN,JAIPUR RURAL,2006,59,38,4,34,0,34,85,57,28,3,4,15,181,821,314,507,158,30,635,2,42,786,14,98,1,169,0,605,4203,7987,1,Moderate Areas
KERALA,KANNUR,2011,20,45,3,55,0,55,14,11,3,6,4,94,221,257,98,159,1065,11,189,1,61,1408,0,161,23,373,0,4,3974,7989,1,Moderate Areas
ANDHRA PRADESH,KURNOOL,2009,103,170,2,31,0,31,83,73,10,9,0,19,282,495,189,306,167,28,265,15,46,1713,17,398,365,239,0,522,3033,8002,1,Moderate Areas
TAMIL NADU,ERODE,2008,60,43,0,21,0,21,57,45,12,6,1,27,172,664,103,561,44,12,51,7,20,652,1,78,16,30,0,666,5378,8006,1,Moderate Areas
UTTAR PRADESH,LUCKNOW,2005,194,156,38,51,0,51,150,136,14,8,2,102,477,2340,1135,1205,244,232,432,58,1,64,44,71,204,281,0,392,2466,8007,1,Moderate Areas
UTTAR PRADESH,KANPUR NAGAR,2007,148,132,46,46,0,46,291,222,69,42,5,114,264,1204,839,365,273,252,582,32,18,548,59,102,165,673,0,107,2905,8008,1,Moderate Areas
KERALA,KOTTAYAM,2008,26,16,5,31,0,31,16,11,5,2,0,75,275,404,103,301,359,77,353,5,8,1576,0,221,32,193,0,2,4332,8008,1,Moderate Areas
TAMIL NADU,CUDDALORE,2001,60,177,2,16,0,16,21,2,19,4,0,33,166,547,159,388,250,12,11,0,50,767,9,137,50,21,0,343,5342,8018,1,Moderate Areas
KERALA,PALAKKAD,2009,36,21,10,49,0,49,13,7,6,6,13,34,215,234,96,138,458,51,241,2,23,1051,3,105,30,315,0,6,5108,8024,1,Moderate Areas
ANDHRA PRADESH,NALGONDA,2008,121,76,3,90,0,90,91,76,15,7,0,31,279,551,132,419,135,24,218,7,77,1762,32,243,155,353,0,728,3043,8026,1,Moderate Areas
TAMIL NADU,KANCHIPURAM,2012,76,113,0,19,0,19,17,17,0,1,0,22,167,548,205,343,154,0,152,5,11,641,3,17,1,17,0,866,5210,8040,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2004,123,93,9,85,0,85,124,98,26,7,0,25,236,540,75,465,184,55,444,12,64,2902,61,370,155,717,0,360,1482,8048,1,Moderate Areas
MAHARASHTRA,NAGPUR COMMR.,2011,114,74,13,45,0,45,40,24,16,12,11,198,734,2287,1142,1145,148,68,294,22,22,876,4,68,53,174,0,243,2563,8063,1,Moderate Areas
KERALA,ERNAKULAM RURAL,2003,25,38,16,22,0,22,12,8,4,10,2,28,292,323,89,234,348,20,115,3,17,1150,2,109,0,92,0,1,5455,8080,1,Moderate Areas
KARNATAKA,BANGALORE RURAL,2004,152,88,2,29,0,29,42,20,22,17,0,42,539,1038,249,789,477,21,142,3,17,1128,31,104,0,94,0,0,4118,8084,1,Moderate Areas
UTTAR PRADESH,LUCKNOW,2006,167,185,40,51,0,51,205,164,41,7,3,241,462,2296,1280,1016,267,210,464,34,2,63,39,100,160,374,0,420,2312,8102,1,Moderate Areas
RAJASTHAN,UDAIPUR,2010,77,107,5,111,0,111,186,151,35,3,2,80,303,794,432,362,215,22,835,2,52,1844,14,192,6,327,0,411,2514,8102,1,Moderate Areas
RAJASTHAN,JAIPUR RURAL,2010,61,34,4,27,0,27,109,90,19,6,1,23,263,970,522,448,50,20,805,1,13,496,13,63,1,253,0,604,4290,8107,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2006,147,103,8,73,0,73,151,119,32,3,0,22,225,699,24,675,117,32,481,15,45,1775,47,371,195,698,0,418,2516,8141,1,Moderate Areas
KERALA,KOTTAYAM,2010,17,23,8,46,0,46,11,7,4,2,5,32,165,246,65,181,423,27,306,1,10,1708,0,236,66,257,0,0,4562,8151,1,Moderate Areas
KERALA,ALAPUZHA,2007,19,37,2,25,0,25,16,11,5,6,0,41,203,351,170,181,453,29,276,0,19,1158,3,208,17,264,0,7,5027,8161,1,Moderate Areas
MADHYA PRADESH,SAGAR,2008,83,90,0,119,0,119,31,28,3,2,6,61,421,551,203,348,101,6,26,0,47,3032,37,349,38,154,0,200,2815,8169,1,Moderate Areas
KERALA,KOTTAYAM,2006,21,18,5,30,0,30,22,19,3,8,0,46,394,405,135,270,292,35,364,1,17,1815,2,196,29,186,0,3,4297,8186,1,Moderate Areas
MADHYA PRADESH,SAGAR,2007,80,101,0,115,0,115,32,30,2,0,1,50,453,557,119,438,80,10,24,0,56,3029,30,345,29,125,0,164,2913,8194,1,Moderate Areas
RAJASTHAN,ALWAR,2007,89,62,4,73,0,73,109,65,44,0,7,38,178,1241,576,665,35,56,746,4,32,2022,43,141,1,391,0,466,2461,8199,1,Moderate Areas
KARNATAKA,BANGALORE RURAL,2005,171,94,2,16,0,16,44,20,24,25,1,58,378,876,292,584,599,24,106,1,13,1154,46,110,0,102,0,0,4380,8200,1,Moderate Areas
ANDHRA PRADESH,WEST GODAVARI,2008,78,98,3,117,0,117,112,70,42,2,0,18,403,1318,291,1027,33,68,355,20,27,2055,25,368,182,696,0,498,1737,8213,1,Moderate Areas
MAHARASHTRA,THANE COMMR.,2006,106,89,3,62,0,62,90,65,25,25,25,162,1156,2285,950,1335,300,86,481,21,13,1208,4,150,41,269,0,302,1346,8224,1,Moderate Areas
TAMIL NADU,VELLORE,2002,61,73,3,31,0,31,55,33,22,6,0,11,336,879,242,637,139,15,94,4,45,993,13,48,21,6,0,417,4995,8245,1,Moderate Areas
TAMIL NADU,VELLORE,2010,82,56,2,30,0,30,68,56,12,1,0,33,208,656,346,310,5,8,42,31,12,758,8,28,1,65,0,752,5403,8249,1,Moderate Areas
ANDHRA PRADESH,EAST GODAVARI,2005,110,130,0,27,0,27,69,3,66,3,0,28,403,1286,210,1076,98,119,265,24,35,2530,15,102,119,368,0,545,1986,8262,1,Moderate Areas
ANDHRA PRADESH,WEST GODAVARI,2010,74,125,8,127,0,127,142,122,20,1,0,22,446,1218,448,770,199,74,370,5,29,2276,26,400,231,732,0,623,1145,8273,1,Moderate Areas
MAHARASHTRA,NAGPUR COMMR.,2012,88,85,15,57,0,57,53,39,14,13,29,491,883,2339,1334,1005,169,50,264,7,32,974,6,84,53,166,0,297,2122,8277,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2012,55,193,1,73,0,73,36,31,5,4,1,73,296,1079,560,519,83,22,64,1,35,281,11,180,53,202,0,156,5387,8286,1,Moderate Areas
KERALA,TRIVANDRUM RURAL,2009,27,34,9,57,0,57,43,32,11,9,23,79,339,445,160,285,581,22,218,9,30,1871,3,382,18,279,0,0,3830,8308,1,Moderate Areas
ANDHRA PRADESH,WEST GODAVARI,2011,74,92,2,97,0,97,144,90,54,2,0,20,433,1199,350,849,35,62,451,16,43,2389,27,364,238,760,0,634,1229,8311,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2010,139,86,8,65,0,65,158,128,30,2,0,16,282,673,251,422,158,41,489,1,56,2791,39,237,241,636,0,571,1631,8320,1,Moderate Areas
CHHATTISGARH,RAIPUR,2012,56,46,2,111,0,111,22,14,8,3,1,46,536,1238,652,586,102,35,214,8,47,2599,8,148,38,109,0,339,2615,8323,1,Moderate Areas
MADHYA PRADESH,JABALPUR,2001,103,167,28,108,0,108,33,20,13,0,3,126,596,887,300,587,112,14,40,0,15,2024,28,264,50,81,0,186,3468,8333,1,Moderate Areas
RAJASTHAN,ALWAR,2008,101,59,8,88,0,88,142,91,51,0,13,38,233,1272,665,607,22,28,649,0,32,2583,38,134,0,429,0,440,2026,8335,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2008,134,114,12,84,0,84,159,148,11,1,1,15,294,697,158,539,153,36,525,5,56,2937,48,310,273,596,0,519,1368,8337,1,Moderate Areas
CHHATTISGARH,RAIPUR,2007,110,77,3,120,0,120,53,39,14,8,1,61,714,1172,517,655,139,56,105,11,36,1535,15,253,28,131,0,491,3225,8344,1,Moderate Areas
KERALA,TRIVANDRUM RURAL,2008,35,38,9,43,0,43,25,20,5,10,19,52,332,445,122,323,538,16,235,6,27,1914,7,404,9,314,0,2,3868,8348,1,Moderate Areas
KERALA,ALAPUZHA,2008,8,37,8,16,0,16,20,16,4,11,0,59,234,348,112,236,470,32,242,1,14,1308,2,224,22,247,0,0,5070,8373,1,Moderate Areas
KERALA,KOZHIKODE,2001,34,35,8,39,0,39,12,10,2,28,1,15,448,428,153,275,1127,26,302,6,391,1035,2,118,8,319,0,0,4012,8394,1,Moderate Areas
RAJASTHAN,BHARATPUR,2009,71,78,2,82,0,82,188,131,57,3,3,14,79,1132,580,552,4,20,633,1,21,457,35,39,0,437,0,264,4831,8394,1,Moderate Areas
KERALA,KANNUR,2012,32,27,10,66,0,66,23,18,5,7,5,71,230,207,67,140,1277,10,221,4,111,1442,0,183,12,391,0,3,4068,8400,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2011,68,149,0,81,0,81,43,35,8,2,1,72,350,1144,621,523,92,19,71,1,37,397,14,196,36,176,0,172,5290,8411,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2002,54,172,0,68,0,68,47,27,20,3,3,100,783,1528,288,1240,164,30,51,2,50,715,9,156,28,140,0,82,4240,8425,1,Moderate Areas
RAJASTHAN,BHARATPUR,2010,83,86,1,83,0,83,203,152,51,0,1,34,60,1449,946,503,2,13,626,1,14,232,33,38,0,437,0,259,4770,8425,1,Moderate Areas
MADHYA PRADESH,GWALIOR,2004,86,145,13,58,0,58,52,34,18,8,6,109,882,1350,643,707,140,23,82,6,19,961,31,180,9,147,0,205,3916,8428,1,Moderate Areas
MAHARASHTRA,PUNE RURAL,2012,163,97,12,92,0,92,71,51,20,46,30,258,753,1819,947,872,512,63,293,4,43,886,12,128,59,221,0,1150,1721,8433,1,Moderate Areas
ANDHRA PRADESH,EAST GODAVARI,2008,82,112,1,48,0,48,91,13,78,0,0,19,425,1189,256,933,48,109,328,36,47,3172,23,194,131,563,0,642,1175,8435,1,Moderate Areas
DELHI UT,SOUTH,2003,86,52,10,83,0,83,134,102,32,4,12,57,375,3307,1790,1517,19,95,334,1,8,220,24,89,21,199,0,79,3231,8440,1,Moderate Areas
GUJARAT,SURAT COMMR.,2011,100,38,2,36,0,36,112,83,29,12,4,78,356,1830,1263,567,64,34,191,42,4,455,0,34,3,276,0,241,4534,8446,1,Moderate Areas
KERALA,KOTTAYAM,2011,22,50,5,51,0,51,24,21,3,3,0,30,161,281,101,180,485,23,198,6,28,1406,2,258,31,285,0,0,5099,8448,1,Moderate Areas
GUJARAT,BHAVNAGAR,2006,59,40,1,26,0,26,128,116,12,47,0,170,457,1347,331,1016,155,101,188,23,30,99,7,101,61,285,0,7,5125,8457,1,Moderate Areas
MADHYA PRADESH,DEWAS,2003,57,85,2,88,0,88,34,20,14,27,6,67,366,999,153,846,112,25,44,0,31,396,12,213,68,196,0,114,5536,8478,1,Moderate Areas
MAHARASHTRA,PUNE COMMR.,2002,95,42,0,51,0,51,36,22,14,8,6,80,836,2447,1197,1250,702,72,346,0,13,1058,5,59,97,131,0,332,2088,8504,1,Moderate Areas
MAHARASHTRA,NAGPUR COMMR.,2004,112,56,2,41,0,41,49,38,11,21,33,178,1107,2447,919,1528,199,37,194,6,22,915,9,41,52,156,0,228,2613,8518,1,Moderate Areas
MADHYA PRADESH,SAGAR,2010,90,123,1,120,0,120,67,63,4,2,4,54,382,533,279,254,108,14,43,2,28,2721,35,385,16,133,0,222,3435,8518,1,Moderate Areas
WEST BENGAL,HOWRAH,2010,111,7,15,59,0,59,185,154,31,40,41,68,64,1399,370,1029,297,51,331,6,0,67,31,121,0,1078,0,377,4171,8519,1,Moderate Areas
TAMIL NADU,CHENNAI,2002,90,294,5,26,0,26,44,21,23,14,0,97,570,2791,444,2347,52,13,644,2,0,812,20,61,941,106,0,485,1459,8526,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2007,123,95,5,73,0,73,152,135,17,3,0,16,301,803,8,795,158,52,432,0,55,2971,61,315,278,687,0,483,1472,8535,1,Moderate Areas
KERALA,ERNAKULAM RURAL,2006,28,16,5,25,0,25,14,9,5,8,4,50,228,323,138,185,293,12,101,0,13,1054,1,87,5,124,0,4,6147,8542,1,Moderate Areas
ANDHRA PRADESH,GUNTUR,2004,163,96,0,46,0,46,88,60,28,5,0,36,349,1479,110,1369,133,44,405,9,58,1714,32,186,104,397,0,437,2763,8544,1,Moderate Areas
KERALA,ALAPUZHA,2012,20,18,6,44,0,44,18,15,3,2,0,16,136,231,80,151,553,17,188,0,20,1380,1,250,14,294,0,2,5345,8555,1,Moderate Areas
KARNATAKA,BANGALORE RURAL,2007,176,43,0,29,0,29,43,13,30,18,0,55,330,834,173,661,504,23,86,0,10,1012,32,99,0,103,0,0,5180,8577,1,Moderate Areas
TAMIL NADU,CHENNAI,2003,71,279,4,38,1,37,34,0,34,6,0,74,649,3779,959,2820,43,19,627,8,1,749,18,90,212,159,0,547,1173,8580,1,Moderate Areas
ANDHRA PRADESH,EAST GODAVARI,2007,99,114,2,30,0,30,84,64,20,1,0,19,428,1361,398,963,26,75,320,19,52,2538,19,159,131,561,0,692,1850,8580,1,Moderate Areas
BIHAR,PATNA,2001,434,581,30,27,0,27,197,11,186,91,31,414,426,1568,399,1169,506,196,331,12,54,354,90,47,0,152,39,178,2825,8583,1,Moderate Areas
ANDHRA PRADESH,WEST GODAVARI,2009,73,124,5,114,0,114,115,89,26,0,0,25,364,1252,379,873,44,57,380,30,61,2216,14,384,196,729,0,610,1793,8586,1,Moderate Areas
MADHYA PRADESH,SAGAR,2009,76,115,7,127,0,127,44,40,4,2,3,55,395,526,247,279,102,24,26,0,27,2763,46,361,5,168,0,191,3529,8592,1,Moderate Areas
KERALA,PALAKKAD,2012,32,42,15,68,0,68,13,9,4,6,17,30,159,208,60,148,706,49,262,0,32,1534,5,146,11,401,0,2,4873,8611,1,Moderate Areas
ANDHRA PRADESH,NALGONDA,2009,124,63,7,77,0,77,109,75,34,9,0,32,272,494,107,387,107,36,282,8,97,1808,41,254,205,364,0,746,3482,8617,1,Moderate Areas
KERALA,IDUKKI,2010,15,37,2,33,0,33,7,4,3,1,0,11,111,145,27,118,307,12,173,5,11,1319,0,177,13,208,0,0,6033,8620,1,Moderate Areas
UTTAR PRADESH,LUCKNOW,2002,175,162,38,43,0,43,195,147,48,23,0,145,656,2210,821,1389,219,190,358,4,16,85,59,92,105,369,0,327,3151,8622,1,Moderate Areas
TAMIL NADU,SALEM RURAL,2010,81,62,6,53,0,53,140,137,3,9,0,42,110,221,63,158,281,1,42,2,48,2665,4,165,0,62,0,541,4099,8634,1,Moderate Areas
GUJARAT,SURAT COMMR.,2006,103,30,1,31,0,31,130,86,44,15,2,72,500,2206,1457,749,145,55,258,24,10,759,22,46,6,249,0,336,3659,8659,1,Moderate Areas
ANDHRA PRADESH,GUNTUR,2007,157,190,1,43,0,43,93,79,14,4,0,19,251,1128,290,838,60,42,376,18,77,1567,28,292,214,569,0,612,2918,8659,1,Moderate Areas
ANDHRA PRADESH,EAST GODAVARI,2009,93,96,5,47,0,47,80,60,20,1,0,29,456,1120,325,795,62,101,301,32,35,3047,23,196,178,440,0,666,1652,8660,1,Moderate Areas
MAHARASHTRA,NAGPUR COMMR.,2008,100,57,4,53,0,53,43,28,15,14,41,321,941,2062,871,1191,258,77,336,21,16,773,7,91,71,237,0,269,2869,8661,1,Moderate Areas
KERALA,ERNAKULAM RURAL,2005,25,19,8,15,0,15,14,5,9,2,18,30,250,349,132,217,332,23,137,0,13,1141,2,134,2,105,0,2,6046,8667,1,Moderate Areas
TAMIL NADU,CHENNAISUBURBAN,2010,86,137,1,29,0,29,30,16,14,1,1,102,374,750,139,611,85,7,236,6,10,797,18,61,87,57,0,820,4975,8670,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2004,62,136,0,65,0,65,36,27,9,10,2,58,617,1592,278,1314,100,20,48,1,29,709,13,187,36,192,0,117,4655,8685,1,Moderate Areas
KERALA,TRIVANDRUM RURAL,2010,42,26,11,68,0,68,31,21,10,8,35,42,246,342,115,227,610,26,280,5,27,1923,1,476,28,367,0,3,4099,8696,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2009,76,121,4,46,0,46,27,23,4,3,2,106,399,1025,429,596,168,25,70,1,31,1398,20,167,45,210,0,180,4582,8706,1,Moderate Areas
WEST BENGAL,NADIA,2009,135,372,81,175,0,175,297,276,21,28,30,69,21,1288,175,1113,197,37,176,9,18,1709,44,118,0,1508,1,195,2198,8706,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2010,77,120,1,77,0,77,54,48,6,1,0,92,409,967,449,518,129,22,61,1,33,574,20,179,42,193,0,160,5496,8708,1,Moderate Areas
KERALA,KOLLAM,2008,26,21,8,61,0,61,23,20,3,5,39,49,258,474,199,275,474,16,189,3,22,1896,2,273,11,442,0,2,4423,8717,1,Moderate Areas
MAHARASHTRA,NAGPUR COMMR.,2002,98,54,0,49,0,49,50,41,9,12,62,146,1307,2511,845,1666,254,50,235,14,23,916,4,63,38,210,0,218,2408,8722,1,Moderate Areas
ASSAM,GUWAHATI CITY,2012,83,6,3,78,0,78,341,326,15,14,0,275,816,2426,870,1556,40,173,330,19,11,320,9,90,0,237,0,165,3294,8730,1,Moderate Areas
KERALA,TRIVANDRUM RURAL,2004,36,27,32,42,0,42,28,17,11,13,4,70,398,367,97,270,475,17,261,0,35,1896,5,273,11,268,0,0,4484,8742,1,Moderate Areas
KERALA,KOZHIKODE,2002,21,39,18,53,0,53,5,1,4,3,0,27,479,569,230,339,973,42,383,9,67,1149,0,135,12,343,0,6,4413,8746,1,Moderate Areas
KERALA,ERNAKULAM COMMR.,2009,12,12,1,20,0,20,11,5,6,5,6,28,67,322,119,203,92,7,277,1,6,313,1,49,14,95,0,2,7417,8758,1,Moderate Areas
MADHYA PRADESH,UJJAIN,2008,60,122,3,78,0,78,32,25,7,9,5,147,415,1154,437,717,158,22,76,5,34,1142,23,215,37,158,0,174,4695,8764,1,Moderate Areas
MADHYA PRADESH,GWALIOR,2005,99,133,22,61,0,61,44,32,12,6,10,141,926,1378,718,660,138,33,104,3,13,1023,21,164,11,130,0,226,4079,8765,1,Moderate Areas
KERALA,ERNAKULAM RURAL,2004,31,24,17,21,0,21,10,5,5,4,0,28,232,332,98,234,305,11,131,1,14,152,5,136,2,110,0,7,7204,8777,1,Moderate Areas
KARNATAKA,BANGALORE RURAL,2006,175,104,1,26,0,26,34,22,12,27,0,49,362,920,284,636,582,30,112,0,37,1047,26,121,0,99,0,0,5026,8778,1,Moderate Areas
DELHI UT,NORTH WEST,2003,106,101,12,128,0,128,301,191,110,6,18,93,390,2191,1232,959,7,52,162,3,10,305,27,102,14,290,0,45,4419,8782,1,Moderate Areas
MAHARASHTRA,PUNE COMMR.,2003,110,54,4,40,0,40,46,27,19,11,8,97,868,2740,1568,1172,531,63,462,7,7,983,2,61,92,166,0,368,2093,8813,1,Moderate Areas
WEST BENGAL,24 PARGANAS NORTH,2004,177,43,50,176,0,176,180,124,56,32,72,72,60,2196,701,1495,208,37,130,19,0,121,55,154,4,810,0,3,4228,8827,1,Moderate Areas
RAJASTHAN,BHARATPUR,2012,91,77,2,108,0,108,212,168,44,1,19,41,73,1466,975,491,0,8,798,2,18,92,32,79,0,567,0,247,4916,8849,1,Moderate Areas
WEST BENGAL,24 PARGANAS SOUTH,2007,158,123,48,205,0,205,241,176,65,14,323,39,20,1440,322,1118,325,94,123,11,7,218,67,205,4,1398,2,4,3787,8856,1,Moderate Areas
TAMIL NADU,COIMBATORE RURAL,2002,83,54,1,25,0,25,30,30,0,11,1,36,284,1030,382,648,476,19,79,10,5,1106,21,79,25,74,0,712,4701,8862,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2005,164,96,1,84,0,84,131,91,40,10,0,37,310,740,16,724,174,61,630,3,65,2936,52,328,143,839,0,357,1714,8875,1,Moderate Areas
UTTAR PRADESH,KANPUR NAGAR,2008,168,114,39,72,0,72,296,227,69,24,4,144,279,1293,821,472,220,328,645,24,7,505,86,136,578,632,0,127,3164,8885,1,Moderate Areas
MAHARASHTRA,THANE COMMR.,2007,120,74,4,78,0,78,110,68,42,32,34,146,1136,2479,1010,1469,323,97,477,19,24,1352,20,148,20,355,0,352,1511,8911,1,Moderate Areas
ANDHRA PRADESH,GUNTUR,2008,159,196,3,48,0,48,83,65,18,4,4,25,336,1233,392,841,64,40,393,21,74,1615,26,306,99,496,0,621,3065,8911,1,Moderate Areas
RAJASTHAN,JAIPUR RURAL,2007,66,25,7,39,0,39,85,66,19,1,2,24,246,1097,349,748,105,38,848,0,44,638,25,127,5,204,0,698,4605,8929,1,Moderate Areas
ANDHRA PRADESH,NALGONDA,2012,86,88,6,52,0,52,89,79,10,9,0,20,323,802,191,611,115,44,400,5,70,2995,20,246,264,302,0,800,2198,8934,1,Moderate Areas
MAHARASHTRA,PUNE COMMR.,2001,71,44,3,56,0,56,46,28,18,14,13,98,840,2508,1277,1231,903,84,347,5,16,1004,2,54,105,147,1,300,2275,8936,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2011,150,124,6,58,0,58,172,120,52,2,6,20,339,792,288,504,179,59,588,3,73,2801,40,253,235,702,0,574,1797,8973,1,Moderate Areas
MADHYA PRADESH,SAGAR,2011,94,96,1,131,0,131,106,104,2,2,2,55,381,491,200,291,87,8,71,0,26,2526,37,416,29,156,0,257,4006,8978,1,Moderate Areas
ANDHRA PRADESH,KARIMNAGAR,2012,128,112,11,40,0,40,141,98,43,4,0,25,326,860,228,632,112,65,678,3,63,2636,46,224,232,759,0,574,1952,8991,1,Moderate Areas
TAMIL NADU,THIRUNELVELI RURAL,2012,88,288,0,44,0,44,52,43,9,1,1,103,185,230,52,178,4,9,227,5,81,1061,3,58,0,266,0,437,5881,9024,1,Moderate Areas
RAJASTHAN,JAIPUR RURAL,2008,66,32,1,35,0,35,110,82,28,9,2,19,236,1137,458,679,71,53,791,2,32,654,11,108,5,205,0,661,4811,9051,1,Moderate Areas
RAJASTHAN,JAIPUR RURAL,2009,76,25,0,49,0,49,99,85,14,7,3,34,316,1196,615,581,58,30,850,2,26,629,14,94,3,256,0,712,4573,9052,1,Moderate Areas
ANDHRA PRADESH,EAST GODAVARI,2006,85,116,2,41,0,41,81,28,53,5,0,29,520,1385,221,1164,89,114,319,20,39,3456,25,173,107,465,0,610,1375,9056,1,Moderate Areas
ANDHRA PRADESH,GUNTUR,2006,155,119,4,47,0,47,99,35,64,3,0,19,303,1349,139,1210,139,73,507,26,73,1974,15,281,236,427,0,505,2726,9080,1,Moderate Areas
ANDHRA PRADESH,VIJAYAWADA,2002,39,49,3,31,0,31,78,43,35,3,0,56,723,2808,278,2530,5,34,784,6,42,1950,9,119,171,869,0,247,1057,9083,1,Moderate Areas
MADHYA PRADESH,GWALIOR,2008,98,120,23,42,0,42,62,47,15,10,9,161,928,1897,1285,612,121,39,97,2,31,1287,24,126,17,139,0,231,3640,9104,1,Moderate Areas
KERALA,TRIVANDRUM RURAL,2005,30,29,12,36,0,36,22,15,7,7,20,95,423,446,162,284,602,12,214,0,34,1981,2,311,15,294,0,3,4520,9108,1,Moderate Areas
TAMIL NADU,COIMBATORE RURAL,2001,77,49,3,18,0,18,38,27,11,11,1,41,346,1008,395,613,455,36,102,4,30,1044,16,75,25,49,0,672,5015,9115,1,Moderate Areas
RAJASTHAN,BHARATPUR,2011,95,83,2,69,0,69,193,139,54,2,1,39,69,1468,950,518,1,13,750,4,28,157,29,85,0,478,0,270,5284,9120,1,Moderate Areas
KERALA,ERNAKULAM RURAL,2008,36,31,19,35,0,35,13,9,4,12,10,74,232,451,148,303,428,26,144,7,25,1176,3,134,24,175,0,2,6102,9159,1,Moderate Areas
DELHI UT,NORTH WEST,2002,135,90,9,120,0,120,430,259,171,20,11,112,487,2290,1210,1080,14,75,136,3,12,360,26,101,16,20,0,50,4674,9191,1,Moderate Areas
KERALA,MALAPPURAM,2010,14,34,5,49,0,49,21,13,8,8,12,41,217,306,137,169,705,24,286,11,14,855,0,156,29,658,0,6,5745,9196,1,Moderate Areas
WEST BENGAL,24 PARGANAS NORTH,2007,194,6,46,231,0,231,236,236,0,13,238,18,14,1183,269,914,545,5,210,3,10,281,53,187,2,1696,0,113,3917,9201,1,Moderate Areas
UTTAR PRADESH,LUCKNOW,2001,166,189,28,62,0,62,175,138,37,28,1,123,670,2202,697,1505,347,268,427,3,10,89,47,103,148,337,0,337,3445,9205,1,Moderate Areas
TAMIL NADU,CUDDALORE,2011,68,201,0,30,0,30,102,102,0,2,0,40,114,345,149,196,229,0,43,0,65,1010,16,12,0,57,0,498,6383,9215,1,Moderate Areas
BIHAR,PATNA,2002,472,682,30,37,0,37,203,36,167,93,27,491,494,1763,494,1269,489,206,342,6,35,445,76,42,0,148,0,376,2760,9217,1,Moderate Areas
